Date,Economic and Social Analysis ,Urban Planning Policy and Governance ,FeeWeighted Infrastructure Planning and Delivery ,Analytics
2018-05-31,9341770.93,14868155.81,7877811.388,2680652.326
2018-06-05,9341085.145,14867064.33,7877233.072,2683007.908
2018-06-06,9352221.814,14865972.84,7876654.757,2686353.035
2018-06-06,9359528.019,14864881.36,7884069.3,2690048.768
2018-06-13,9493625.505,14863789.88,7883490.398,2703709.385
2018-06-14,9492928.367,14869649.9,7882911.495,2706660.41
2018-06-15,9492231.229,14886546.52,7900321.211,2712051.206
2018-06-19,9491534.091,14885453.21,7926765.287,2716694.581
2018-06-19,9511036.588,14884359.9,7926183.079,2720767.605
2018-06-20,9528322.62,14883266.59,7925600.87,2724657.094
2018-06-21,9527622.677,14929279,7925018.662,2731005.33
2018-06-21,9526922.734,14928182.23,7924436.454,2733384.254
2018-06-25,9526222.792,14927085.45,7928695.201,2736172.224
2018-06-26,9567318.891,14925988.68,7928112.637,2742086.462
2018-06-26,9566615.876,14991824.64,7927530.073,2750135.077
2018-06-26,9565912.862,14997913.64,7926947.509,2753131.656
2018-06-26,9570164.608,14996811.42,7926364.945,2755939.695
2018-06-26,9570382.977,14995709.2,7925782.381,2758406.109
2018-06-26,9585910.32,14994606.98,7925199.817,2762173.551
2018-06-26,9585205.681,14993504.76,7924617.253,2764562.975
2018-06-29,9617813.501,15025715,7957347.149,2775460.521
2018-06-29,9638836.222,15024610.33,7978491.945,2781560.673
2018-06-29,9638127.536,15065387.89,7977905.334,2787532.947
2018-07-02,9637418.85,15064280.14,7977318.723,2789935.993
2018-07-05,9668570.113,15095032.34,7976732.113,2797784.142
2018-07-09,9667859.084,15117154.14,7976145.502,2802178.981
2018-07-09,9667148.055,15141465.76,7975558.891,2806765.006
2018-07-11,9666437.026,15167776.96,7974972.28,2811526.444
2018-07-11,9665725.997,15179859.24,7974385.67,2815071.802
2018-07-12,9665014.968,15178742.58,7991849.384,2819035.775
2018-07-13,9689922.926,15177625.92,8016880.432,2825854.429
2018-07-16,9689210.012,15176509.26,8019053.007,2828511.427
2018-07-23,9688497.098,15175392.61,8021501.395,2831192.611
2018-07-24,9687784.185,15200152.13,8020911.144,2835842.253
2018-07-27,9687071.271,15205938.04,8020320.894,2838859.508
2018-07-31,9686358.357,15207028.23,8019730.644,2841472.475
2018-08-01,9685645.444,15205909,8019140.394,2843894.873
2018-08-02,9721748.248,15204789.77,8018550.143,2849501.552
2018-08-02,9721032.624,15203670.53,8017959.893,2851926.66
2018-08-02,9729519.575,15202551.3,8017369.643,2855149.193
2018-08-03,9735014.554,15201432.07,8016779.392,2858113.698
2018-08-03,9734297.796,15209094.48,8016189.142,2861302.296
2018-08-09,9757870.468,15232264.03,8039888.323,2870060.893
2018-08-09,9757151.921,15244977.11,8039296.284,2873696.392
2018-08-14,9756433.374,15250592.83,8038704.245,2876716.261
2018-08-15,9755714.827,15261783.94,8038112.206,2880223.008
2018-08-27,9754996.279,15272966.55,8037520.167,2883730.986
2018-08-28,9754277.732,15271841.55,8036928.128,2886166.57
2018-08-31,9753559.185,15270716.55,8176048.967,2900809.275
2018-09-03,9803766.056,15269591.55,8175446.636,2907708.734
2018-09-06,9803043.757,15271684.85,8174844.304,2910440.069
2018-09-06,9832809.776,15270559.62,8204730.291,2918232.298
2018-09-06,9832085.23,15278559.19,8204125.712,2921486.843
2018-09-07,9831360.684,15277433.29,8236909.516,2926872.493
2018-09-12,9872243.753,15276307.38,8236302.477,2932985.37
2018-09-17,9871516.14,15275181.47,8313929.047,2942325.319
2018-09-21,9899586.637,15331651.78,8342114.351,2954930.209
2018-09-24,9898856.902,15339712.01,8341499.423,2958214.645
2018-09-26,9898127.167,15366536.25,8368839.568,2965619.992
2018-09-26,9897397.431,15420630.23,8368222.579,2972973.645
2018-09-28,9896667.696,15494229.45,8367605.59,2982059.156
2018-10-01,9921204.052,15493086.97,8366988.601,2986782.263
2018-10-01,9920472.454,15497874.29,8372301.402,2990322.845
2018-10-09,9919740.855,15496731.38,8372545.192,2992891.063
2018-10-17,9919009.257,15495588.47,8388902.759,2996888.006
2018-10-17,9918277.659,15523720.78,8388284.017,3001979.036
2018-10-17,9917546.061,15533872.37,8387665.275,3005477.78
2018-10-17,9930934.677,15532726.47,8387046.533,3009229.27
2018-10-19,9964199.711,15565578.24,8420425.466,3020801.632
2018-10-19,9964290.965,15564429.83,8419804.216,3023380.04
2018-10-24,9963555.756,15586166.48,8419182.966,3027924.844
2018-10-26,9962820.547,15659398.32,8418561.715,3037067.65
2018-10-29,9962085.337,15664354.25,8424051.983,3040671.203
2018-10-29,9995979.94,15697828.02,8423430.282,3049374.53
2018-10-30,9995242.175,15712950.89,8422808.581,3053349.128
2018-10-31,9994504.41,15831135.94,8422186.88,3066554.545
2018-10-31,10055594.59,15891795.27,8421565.178,3080164.729
2018-10-31,10054852.26,15892549.23,8420943.477,3082874.798
2018-11-05,10054109.93,15901888.12,8420321.776,3086355.944
2018-11-07,10053367.6,15900714.03,8470474.397,3093456.744
2018-11-07,10052625.27,15942259.46,8469848.946,3099840.911
2018-11-09,10051882.94,15950760.91,8469223.496,3103257.241
2018-11-12,10067584.01,15949582.95,8468598.045,3107284.587
2018-11-15,10066840.46,15954326.01,8467972.595,3110365.522
2018-11-19,10066096.92,15953147.61,8512950.76,3117029.299
2018-11-22,10088090.22,15951969.21,8512321.941,3121634.219
2018-11-22,10087344.99,16004329.55,8511693.122,3129027.927
2018-11-26,10086599.77,16012604.27,8511064.303,3132440.245
2018-11-27,10094189.51,16011421.22,8510435.484,3135752.376
2018-11-29,10093443.67,16097272.96,8509806.665,3146201.292
2018-11-29,10136933.54,16140319.18,8509177.846,3156794.024
2018-12-07,10136184.43,16186017.4,8508549.027,3163623.738
2018-12-10,10135435.32,16226698.18,8507920.208,3170004.883
2018-12-11,10145238.56,16225498.87,8517843.734,3174502.432
2018-12-12,10157433.87,16237244.76,8517214.136,3179439.081
2018-12-18,10156683.03,16244911.27,8516584.537,3182828.011
2018-12-19,10155932.18,16317593.5,8515954.938,3192149.866
2018-12-19,10155181.34,16316387.12,8615860.412,3203916.795
2018-12-19,10154430.49,16315180.73,8708614.122,3215046.327
2018-12-20,10153679.65,16387269.73,8707970.184,3224352.104
2018-12-21,10152928.8,16386057.93,8912608.859,3245753.242
2018-12-24,10152177.96,16583705.59,8911949.74,3266597.547
2019-01-01,10151427.11,16582479.07,8911290.62,3304554.026
2019-01-08,10150676.27,16606869.05,8910631.501,3309542.015
2019-01-09,10149925.42,16605640.64,8946277.737,3315516.034
2019-01-14,10149174.58,16773010.25,8945615.932,3333661.077
2019-01-17,10164362.72,16777082.36,8944954.127,3338270.623
2019-01-21,10163610.7,16775841.08,8944292.322,3340925.728
2019-01-21,10170641.12,16774599.81,8943630.518,3344298.38
2019-01-25,10178357.04,16781827.05,8942968.713,3348517.035
2019-01-30,10177603.81,16780585.14,8965193.087,3353287.791
2019-01-31,10176850.58,16832257.66,8964529.588,3360837.997
2019-02-04,10176921.14,16831011.84,8963866.09,3363576.761
2019-02-05,10176167.85,16832786.33,8963202.591,3366519.061
2019-02-07,10182209.74,16831540.29,8962539.092,3377236.707
2019-02-07,10181455.95,16884274.66,8961875.594,3384907.625
2019-02-07,10180702.16,16959817.58,8961212.095,3394704.997
2019-02-08,10179948.37,16977707.66,8960548.597,3399157.203
2019-02-11,10179194.58,16976450.52,8959885.098,3411694.635
2019-02-12,10178440.79,16975193.38,8959221.599,3414369.067
2019-02-12,10177687,16995758.06,8958558.101,3419076.67
2019-02-14,10176933.21,16994499.3,8957894.602,3421752.718
2019-02-14,10176179.41,16993240.55,8957231.104,3424428.766
2019-02-14,10200817.64,16991981.79,8956567.605,3429476.793
2019-02-15,10200061.97,17054399.57,8955904.106,3438108.181
2019-02-19,10199306.3,17053136.09,9219255.096,3465496.34
2019-02-19,10198550.63,17071823.11,9218572.036,3470067.059
2019-02-19,10214456.07,17087219.27,9234550.09,3477456.104
2019-02-19,10213699.16,17140015.01,9233865.796,3544369.556
2019-02-19,10212942.26,17161598.82,9233181.502,3574226.955
2019-02-26,10212185.35,17160326.93,9232497.207,3576940.045
2019-02-26,10211428.44,17163082.23,9231812.913,3580031.944
2019-03-01,10367986.32,17161810.04,9231128.619,3597555.546
2019-03-04,10377579.88,17163991.9,9230444.325,3601582.423
2019-03-05,10376810.55,17162719.45,9243933.397,3605645.132
2019-03-06,10376041.21,17161447.01,9243248.052,3608372.257
2019-03-07,10379840.3,17160174.57,9242562.707,3611530.954
2019-03-07,10408140.12,17158902.12,9241877.362,3617006.924
2019-03-11,10415932.82,17157629.68,9241192.017,3620547.011
2019-03-11,10415160.36,17159440.24,9240506.672,3623569.263
2019-03-18,10440725.06,17184504.74,9266158.496,3633789.488
2019-03-18,10446344.07,17183230.11,9265471.197,3637132.404
2019-03-20,10445569.17,17181955.48,9297233.62,3642950.501
2019-03-21,10444794.28,17180680.86,9308854.122,3646859.648
2019-03-25,10444019.39,17179406.23,9308163.503,3719330.787
2019-03-27,10461506.01,17178131.61,9307472.884,3723809.408
2019-03-28,10465294.8,17176856.98,9311347.305,3727420.821
2019-03-29,10464518.21,17175582.36,9362748.315,3792190.125
2019-03-29,10463741.63,17174307.73,9382742.508,3819574.425
2019-04-02,10462965.04,17182087.22,9382046.149,3823186.886
2019-04-02,10481336.76,17180811.92,9381349.79,3827765.818
2019-04-04,10480558.76,17220948.99,9422065.804,3838440.738
2019-04-10,10479780.75,17219670.62,9438432.021,3898930.902
2019-04-11,10496453.58,17235843.09,9437731.32,3905033.3
2019-04-12,10495674.27,17246758.53,9437030.62,3922327.863
2019-04-16,10499456.96,17245477.96,9436329.92,3925526.449
2019-04-17,10498677.32,17246985.7,9438417.53,3928823.244
2019-04-18,10532996.99,17263254.57,9455266.28,3938335.947
2019-04-18,10532214.74,17261972.49,9454564.069,3972952.491
2019-04-18,10540553.76,17265251.04,9458422.496,3977476.488
2019-04-18,10544331.13,17263968.62,9462280.244,3981123.791
2019-04-23,10543547.87,17322968.86,9461577.356,3989709.705
2019-04-29,10577002.74,17390158.23,9460874.468,4002403.171
2019-05-02,10576216.93,17388866.25,9460171.58,4005183.858
2019-05-07,10575431.12,17444561.05,9459468.692,4013477.755
2019-05-10,10608464.68,17477084.2,9458765.804,4022811.928
2019-05-10,10619983.67,17475785.46,9458062.915,4026794.558
2019-05-15,10619194.44,17577330.88,9457360.027,4039560.27
2019-05-15,10629986.03,17587605.33,9456657.139,4044607.112
2019-05-17,10629195.93,17597919.07,9455954.251,4048536.353
2019-05-24,10628405.83,17618985.4,9455251.363,4053513.013
2019-05-28,10627615.73,17637843.93,9454548.475,4058278.468
2019-06-03,10642392.92,17636532.67,9474394.398,4064600.348
2019-06-06,10641601.66,17635221.4,9473689.982,4067407.286
2019-06-07,10646260.22,17639359.94,9472985.566,4071277.602
2019-06-07,10665853.15,17658432.87,9472281.15,4078066.161
2019-06-12,10665059.97,17657119.68,9471576.734,4080876.941
2019-06-17,10664266.8,17669401.79,9470872.318,4085017.422
2019-06-20,10672582.02,17668087.59,9470167.902,4088720.813
2019-06-20,10671788.17,17666773.4,9469463.487,4091533.282
2019-06-21,10694473.19,17665459.2,9468759.071,4096647.876
2019-06-25,10693677.59,17664145,9532107.94,4105747.806
2019-06-25,10713656.62,17662830.8,9531398.759,4110607.154
2019-06-27,10715590.97,17661516.6,9530689.578,4113696.177
2019-06-28,10714793.62,17660202.4,9569584.258,4120413.046
2019-06-28,10713996.27,17658888.2,9588996.677,4147324.176
2019-07-03,10728010.61,17657574,9603094.739,4153068.475
2019-07-08,10745359.88,17674407.52,9602380.01,4159475.42
2019-07-16,10758212.51,17686744.41,9601665.281,4165000.624
2019-07-16,10757411.69,17701032.66,9616555.366,4170915.83
2019-07-18,10756610.87,17699714.93,9629384.319,4175089.424
2019-07-26,10755810.05,17708537.79,9638808.008,4179931.696
2019-07-26,10755009.23,17707219.31,9638090.354,4182768.652
2019-07-29,10837825.77,17705900.83,9637372.7,4193893.247
2019-07-29,10872581.92,17704582.35,9636655.046,4200264.146
2019-07-30,10871772.23,17766259.78,9635937.392,4209364.059
2019-07-31,10870962.53,17798910.94,9635219.739,4215590.253
2019-08-08,10870152.84,17797585.23,9640641.567,4219053.824
2019-08-08,10869343.14,17796259.53,9639923.456,4226907.335
2019-08-14,10919193.68,17845594.05,9639205.344,4239852.885
2019-08-16,10941104.86,17844264.57,9638487.233,4244979.298
2019-08-20,10944836.1,17842935.09,9637769.122,4248295.641
2019-08-21,10944020.6,17841605.62,9734075.975,4260846.768
2019-08-28,10943205.1,17854544.28,9733350.634,4265142.946
2019-08-28,10942389.6,17867823.54,9747235.095,4270936.726
2019-08-28,10974507.79,17866491.91,9746508.665,4289183.597
2019-09-09,10979893.37,17865160.28,9745782.235,4292681.077
2019-09-10,10979074.95,17867009.71,9754598.996,4296833.301
2019-09-11,11027780.1,17915201.4,9803395.416,4314618.745
2019-09-12,11026957.99,17953250.63,9802664.583,4321462.463
2019-09-16,11026135.88,17951912.13,9801933.75,4324353.902
2019-09-19,11088916.07,17950573.64,9801202.917,4333643.038
2019-09-26,11088089.22,17949235.14,9800472.084,4336539.219
2019-09-26,11087262.37,17947896.64,9835857.429,4343074.222
2019-10-01,11097508.47,17946558.15,9846196.857,4348206.188
2019-10-07,11096680.79,17952781.53,9845462.505,4351869.839
2019-10-09,11099899.43,17951442.47,9844728.153,4355179.607
2019-10-14,11099071.45,17950103.41,9862393.888,4359940.912
2019-10-15,11098243.48,17948764.34,9861658.163,4362843.677
2019-10-21,11122765.28,17947425.28,9911622.01,4373446.135
2019-10-22,11135041.58,17946086.22,9937094.853,4380338.648
2019-10-31,11143676.78,17944747.16,9945819.435,4385169.931
2019-10-31,11178169.2,17943408.1,9980401.235,4395252.955
2019-10-31,11201400.55,17942069.04,10003721.98,4403059.917
2019-11-01,11204740.09,17940729.98,10002975.38,4406406.039
2019-11-04,11252302.73,17939390.92,10002228.77,4414252.069
2019-11-06,11259624.3,17946213.35,10001482.17,4418839.672
2019-11-08,11258783.78,17944873.68,10000735.57,4439790.465
2019-11-12,11257943.26,17957132.19,9999988.967,4444104.082
2019-11-22,11265094.07,17955791.5,10007233.7,4448663.214
2019-11-22,11275604.85,17954450.82,10017838.4,4453911.42
2019-11-29,11274762.89,17953110.13,10151443.09,4470577.38
2019-12-03,11355567.26,18033415.79,10150685.01,4490225.427
2019-12-03,11354719.2,18032069.01,10149926.93,4544576.352
2019-12-04,11361960.34,18038811.42,10149168.85,4549187.237
2019-12-06,11361111.67,18045082.65,10148410.77,4552922.752
2019-12-16,11360263,18049856.35,10147652.69,4556505.809
2019-12-18,11386619.62,18048507.93,10146894.62,4562255.684
2019-12-19,11385768.92,18101855.28,10146136.54,4570836.112
2020-01-08,11423906.44,18100502.79,10184366.68,4581820.522
2020-01-13,11423052.83,18131647.87,10183605.69,4588134.039
2020-01-16,11422199.22,18130292.95,10182844.69,4591103.574
2020-02-05,11454203.66,18128938.02,10214941.75,4600851.002
2020-02-05,11462377.5,18127583.09,10214178.31,4604757.529
2020-02-11,11473756.74,18126228.16,10213414.86,4622496.674
2020-02-13,11542815.65,18124873.23,10212651.41,4632701.133
2020-02-17,11541952.77,18177022.31,10211887.96,4641218.395
2020-02-18,11554002.74,18175663.38,10224037.37,4646877.946
2020-02-19,11553138.89,18174304.45,10262192.11,4696850.983
2020-02-21,11552275.04,18190613.1,10261424.79,4701673.505
2020-02-27,11551411.19,18227846.84,10260657.46,4722870.945
2020-02-27,11584971.32,18226483.7,10259890.14,4729441.271
2020-02-28,11584104.9,18295949.94,10259122.81,4739801.868
2020-03-06,11590902.1,18317572.39,10258355.49,4745993.55
2020-03-11,11590035.1,18611337.97,10257588.16,4779730.291
2020-03-12,11589168.1,18609945.74,10256820.84,4782756.845
2020-03-12,11592511.93,18608553.51,10256053.52,4786222.564
2020-03-13,11598503.69,18614020.35,10255286.19,4790681.292
2020-03-17,11598631.83,18612627.6,10254518.87,4793813.225
2020-03-17,11597763.92,18611234.86,10253751.54,4796841.194
2020-03-20,11706902.13,18609842.11,10472996.43,4834397.347
2020-03-26,11706025.99,18608449.37,10504308.01,4840810.648
2020-03-27,11705149.86,18620633.86,10503521.82,4845288.481
2020-03-30,11741927.91,18656894.29,10502735.62,4897845.491
2020-03-31,11749605.41,18664054.16,10501949.43,4902703.313
2020-04-07,11782908.34,18662656.94,10501163.24,4909356.8
2020-04-22,11815622.5,18694856.04,10500377.05,4919485.739
2020-04-22,11821829.28,18700547.75,10499590.86,4924048.431
2020-04-27,11825612.55,18699147.49,10503473.14,4928103.144
2020-04-27,11824727,18699556.57,10504495.95,4931556.801
2020-05-01,11839816.82,18698156.17,10503709.27,4936314.066
2020-05-05,11860766.1,18718591.8,10502922.59,4943996.828
2020-05-05,11869600.79,18717189.76,10511858.98,4949127.783
2020-05-06,11879941.21,18715787.73,10522301.11,4954580.274
2020-05-09,11879051.26,18714385.69,10660355.57,4972347.795
2020-05-14,11878161.31,18810735.05,10659556.93,4985787.027
2020-05-14,11877271.36,18809325.69,10658758.28,4988884.985
2020-05-19,11876381.41,18815104.19,10657959.63,4992745.088
2020-05-22,11902565.95,18840768.78,10657160.98,5001589.61
2020-05-27,11918642.9,18839356.85,10656362.33,5006494.232
2020-05-27,11928935.78,18841673.63,10655563.69,5011183.221
2020-05-28,12036341.59,18840261.42,10654765.04,5025807.359
2020-06-01,12063457,18838849.22,10681984,5034885.191
2020-06-03,12062552.69,18837979.24,10681183.26,5038060.219
2020-06-04,12068836.58,18836567,10680382.51,5041943.876
2020-06-16,12126588.54,18835154.75,10699134.03,5053406.287
2020-06-16,12157816.7,18833742.5,10698331.81,5059961.583
2020-06-16,12159606.38,18832330.25,10697529.6,5063376.368
2020-06-17,12185114.23,18830918,10723147.09,5072153.579
2020-06-19,12225260.39,18829505.75,10722342.89,5079678.417
2020-06-22,12246788.38,18828093.51,10788873.43,5092428.139
2020-06-22,12276182.9,18826681.26,10788064.18,5110005.113
2020-06-22,12282738.02,18847697.01,10787254.93,5116355.488
2020-06-22,12281816.59,18883062.45,10786445.69,5123448.73
2020-06-23,12280895.15,18881645.76,10785636.44,5126596.102
2020-06-23,12311575.68,18880229.07,10784827.19,5133141.509
2020-06-25,12326585.74,18894746.24,10784017.95,5139720.514
2020-07-01,12325660.74,18906024.12,10783208.7,5144239.885
2020-07-06,12329249.29,18904605.28,10782399.45,5147879.423
2020-07-13,12337350.37,18903186.45,10790616.63,5152980.004
2020-07-15,12336424.35,19065440.11,10789806.71,5173801.882
2020-07-16,12376240.98,19064008.99,10788996.78,5196418.131
2020-07-21,12375311.9,19096453.62,10788186.86,5203250.5
2020-07-22,12383857.72,19095019.95,10796851.83,5208473.373
2020-07-23,12382927.93,19093586.28,10812011.97,5213376.692
2020-07-24,12395731.3,19092152.61,10815777.85,5218536.108
2020-07-29,12394800.48,19153741.7,10814965.68,5228547.023
2020-07-29,12393869.66,19152303.3,10849335.41,5235546.511
2020-07-29,12397521.17,19155447.22,10848520.59,5239725.902
2020-07-30,12435602.91,19154008.48,10860710.07,5248564.421
2020-08-05,12465826.65,19152569.73,10859894.27,5255142.222
2020-08-06,12478832.5,19151130.99,10859078.48,5259850.919
2020-08-06,12491836.25,19149692.24,10858262.68,5264561.71
2020-08-06,12558678.04,19148253.5,10857446.88,5275144.462
2020-08-13,12557734.42,19164666.95,10856631.08,5280290.432
2020-08-17,12558429.17,19164865.24,10855815.29,5283847.729
2020-08-17,12557485.42,19163425.03,10854999.49,5287047.482
2020-08-28,12597105.7,19161984.82,10854183.69,5294683.21
2020-08-31,12611432.37,19175818.07,10853367.89,5301229.09
2020-09-02,12619726,19174376.71,10880276.82,5308482.891
2020-09-02,12658926.69,19213084.69,10919608.27,5324892.779
2020-09-07,12685379.06,19211640.31,10918787.37,5331115.685
2020-09-14,12729566.95,19210195.93,10917966.47,5339290.071
2020-09-14,12804945.74,19208751.56,10917145.57,5350898.557
2020-09-14,12817497.11,19207307.18,10916324.67,5355612.455
2020-09-14,12882526.37,19205862.81,10915503.77,5366102.478
2020-09-16,12916779.33,19204418.43,10914682.87,5373214.795
2020-09-21,12915807.85,19202974.06,10915546.36,5376637.155
2020-09-22,12935101.61,19208284.76,10914725.34,5382853.71
2020-09-25,12934128.61,19214252.8,10913904.31,5386910.705
2020-09-30,12933155.61,19383294.37,10913083.28,5408979.165
2020-10-05,12933985.8,19387245.7,10912262.26,5413028.663
2020-10-07,12949670.18,19385787.02,10911441.23,5418123.983
2020-10-15,12956393.69,19384328.35,10910620.2,5422230.18
2020-10-19,12955418.72,19382869.67,10928254.73,5427529.297
2020-10-19,12954443.75,19381411,10927432.32,5430785.358
2020-10-22,12957987.45,19379952.32,10926609.9,5434542.739
2020-10-28,12957012.14,19380680.81,10925787.49,5445331.976
